id_registro,texto_original,dimension_psicologica,nivel_riesgo_estimado
746,"I'm surprised to find myself here. This feeling of isolation has taken over my life, and I can't seem to escape it.",General / Apoyo Emocional,Bajo
747,"Hi , I hope you're doing well. I've been feeling quite anxious lately, and I can't seem to shake off this persistent feeling of rejection. It's been really overwhelming, and I'm not sure how to handle it. Can you help me?",General / Apoyo Emocional,Bajo
748,"I'm just so angry, . My relationship feels like a never-ending nightmare. I thought it would be a dream come true, you know? But the reality is far role it.",General / Apoyo Emocional,Bajo
749,"I'm feeling afraid of what might happen if I can't resolve the conflict within my family. I've always believed that success is built on a strong and supportive family foundation, but lately, it feels like our relationships are crumbling beneath us.",General / Apoyo Emocional,Bajo
750,I'm feeling really sad and overwhelmed. I recently went through a tough divorce.,General / Apoyo Emocional,Bajo
751,"It's just so hard, . I'm going through a heartbreak and I feel like I'm drowning in sadness. Loving someone and then being left behind feels like a constant cycle of emotional bullying.",General / Apoyo Emocional,Bajo
752,"I'm feeling so confused and panicked right now. It's about my family. There's been a lot of conflict lately, and it's overwhelming me. I don't know how to handle it all.",General / Apoyo Emocional,Bajo
753,"Thank you for seeing me today, . I must admit, I feel terribly embarrassed about discussing finances, but I know it's important to address my self-esteem issues.",General / Apoyo Emocional,Bajo
754,"I feel exhausted, . I've been dealing with so much conflict with my friends lately, and I don't know how to handle it anymore.",General / Apoyo Emocional,Bajo
755,"Hi , I hope you're doing well today. I've been thinking a lot about personal relationships lately, and there's something I really need to talk about. It's been on my mind for a while, and it's something that isn't peaceful at all. I've been a victim of emotional abuse in my past relationship.",General / Apoyo Emocional,Bajo
756,"Hi , I hope you're doing well today. I wanted to talk about something that's been on my mind lately. I've been feeling so happy and fulfilled because I recently found a new hobby. It has brought so much joy into my life, and I can't wait to share it with my husband.",General / Apoyo Emocional,Bajo
757,"Hey , thanks for taking the time to chat. Lately, I've been feeling pretty confident in many areas of my life, but there's one thing that's been bothering me - family conflicts. It's affecting my concentration at school, and I just can't seem to escape it. Any advice?",General / Apoyo Emocional,Bajo
758,"I'm so excited to share something with you, . I've recently discovered a new hobby, and it's been helping me cope with this overwhelming feeling of isolation.",General / Apoyo Emocional,Bajo
759,"I can't seem to find any peace in my life since the breakup. It's been months, but I still feel this tension inside me.",General / Apoyo Emocional,Bajo
760,It's so painful... I miss my mom.,General / Apoyo Emocional,Bajo
761,"Hi , I hope you're doing well. I've been struggling with some conflict with my friends lately, and I feel like I need some guidance. I want to approach this situation confidently and make a decision that will benefit everyone involved.",General / Apoyo Emocional,Bajo
762,"Hi , I hope you're doing well today. There's something on my mind that I'd like to talk about. Lately, I've been feeling confident in myself and my abilities, which is a great feeling. However, I've also been struggling with the fear of rejection. It's been holding me back role trying new things. Can you help?",General / Apoyo Emocional,Bajo
763,Hey ! I hope you're doing well today. I wanted to talk about something that's been on my mind a lot lately - my job and how it's been impacting my confidence.,General / Apoyo Emocional,Bajo
764,"Hi , I hope you're doing well. I've been feeling a bit nervous lately, especially when it comes to school.",General / Apoyo Emocional,Bajo
765,"I feel so numb, . There's something going on with me that I can't seem to shake off. It's related to my sexual health.",General / Apoyo Emocional,Bajo
766,I'm feeling so shocked and under immense pressure right now.,General / Apoyo Emocional,Bajo
767,"I can't seem to find peace within myself, . It's as if my mind is constantly cheating on me, always playing tricks and making me doubt everything.",General / Apoyo Emocional,Bajo
768,I'm feeling so confused and filled with grief. I don't know how to get through this heartbreak.,General / Apoyo Emocional,Bajo
769,"Hi , I hope you're doing well. I wanted to talk to you about something that's been weighing heavily on my heart. Lately, I've been feeling really sad and overwhelmed because of the ongoing family conflict that seems to be tearing us apart. It's affecting not just me, but everyone involved, and I feel like I need some guidance to make a difficult decision.",General / Apoyo Emocional,Bajo
770,"I've been feeling really anxious lately, especially when it comes to personal relationships. I can't seem to shake this feeling of jealousy and it's starting to impact my ability to trust others.",General / Apoyo Emocional,Bajo
771,"I've been feeling guilty lately, . It's like this heavy weight on my chest that I just can't shake off. And it's affecting my relationship with my partner.",General / Apoyo Emocional,Bajo
772,"I have been feeling angry lately, . It's as if my dreams have been crushed and I don't know how to cope with it.",General / Apoyo Emocional,Bajo
773,"I don't know where to begin, . I just feel so overwhelmed lately. It's like everything is piling up, and I can't seem to catch a break. I feel like such a failure.",General / Apoyo Emocional,Bajo
774,"I am in shock, . I recently discovered some health issues that have left me feeling incredibly vulnerable and scared. It's been a lot to process, especially considering the abuse I experienced in the past.",General / Apoyo Emocional,Bajo
775,I've been feeling so depressed lately. It's been weighing on me heavily. I feel like I have this overwhelming sense of responsibility that I can't seem to shake off.,General / Apoyo Emocional,Bajo
776,I don't know where to begin... I'm feeling incredibly regretful about my family conflict. It's tearing me apart. I can't help but blame myself. It's like I've become addicted to causing pain within my own family.,General / Apoyo Emocional,Bajo
777,"Hey , I hope you're doing well today. There's something I wanted to talk about that's been weighing on my mind. You see, when I think about my childhood, I can't help but feel guilty.",General / Apoyo Emocional,Bajo
778,"I've been feeling really confident lately, but I've also been dealing with a lot of bullying role my friends.",General / Apoyo Emocional,Bajo
779,"I feel so lost without him. I used to rely on him for validation and now that he's gone, I don't know how to find it within myself.",General / Apoyo Emocional,Bajo
780,"I've been feeling really sad lately, . There's just so much pressure weighing me down.",General / Apoyo Emocional,Bajo
781,I can't help but feel jealous of others who seem to have achieved their goals in life. It's discouraging to see everyone else moving forward while I'm stuck in this addiction.,General / Apoyo Emocional,Bajo
782,I'm worried about my dependence on others in personal relationships.,General / Apoyo Emocional,Bajo
783,"I've been feeling really defensive lately, . I constantly find myself in conflict with people around me.",General / Apoyo Emocional,Bajo
784,"I've been feeling defensive lately, . It's putting a strain on my marriage.",General / Apoyo Emocional,Bajo
785,"I've been feeling really nervous lately, especially when it comes to parenting.",General / Apoyo Emocional,Bajo
786,"I'm feeling really regretful right now, . It's all about my mom. I just can't shake this heavy weight of self-doubt and low self-esteem that I carry around with me constantly.",General / Apoyo Emocional,Bajo
787,"Hi , I hope you're doing okay. I'm really sorry to reach out like this, but I've been feeling really sad lately and I just need someone to talk to. It's hard for me to be excited about anything anymore.",General / Apoyo Emocional,Bajo
788,"I'm grateful for the opportunity to talk today. Recently, I've been reflecting on my journey in parenting. It has been a rollercoaster ride, but I'm determined to stay positive and motivated.",General / Apoyo Emocional,Bajo
789,"I'm so frustrated, . I feel like I have absolutely no control over my anxiety. It's suffocating, you know?",General / Apoyo Emocional,Bajo
790,"I'm really surprised and tense, . I've been dealing with a lot of work-related stress lately. It feels like everything is piling up and I can't keep up. And to be honest, it's making me wonder if I'm being cheated in some way.",General / Apoyo Emocional,Bajo
791,"Hello , I hope you're well. I've been going through a painful experience recently and I could really use your guidance and support. You see, my heart feels shattered, and it's all because of a heartbreak. I never imagined that love could inflict so much pain, but here I am, trying to heal and find my way back to happiness. This heartbreak has affected not only my personal life but also my career aspirations.",General / Apoyo Emocional,Bajo
792,"Hi , I'm feeling really excited but also anxious. I've been experiencing a lot of work-related stress lately, and it's really starting to take a toll on my self-esteem. I feel like I can't keep up with the demands and expectations placed on me.",General / Apoyo Emocional,Bajo
793,"I've recently picked up a new hobby, and I must confess, I feel relieved. But I can't help but constantly feel this nagging sense of self-criticism.",General / Apoyo Emocional,Bajo
794,"Hi, friend. I've been thinking a lot about my addiction lately, and I just need someone to talk to. I've tried to address it on my own, but I feel so overwhelmed.",General / Apoyo Emocional,Bajo
795,"I don't know where else to turn. I feel so exhausted, and my anxiety about my husband is overwhelming me.",General / Apoyo Emocional,Bajo
796,"Hi , I hope you're doing well. I wanted to talk about something that has been bothering me for a while. I've been feeling upset and experiencing a sense of rejection lately.",General / Apoyo Emocional,Bajo
797,"Hey , I hope you're doing well. I wanted to talk about something that has been bothering me for a while. Lately, I've been feeling really afraid and it's been eating away at my self-esteem. It all started when I discovered that my partner had been cheating on me. It's been incredibly hard for me to process and it's left me feeling like I'm not good enough.",General / Apoyo Emocional,Bajo
798,"Hey , I hope you're doing well. I'm feeling really down lately, and I could use someone to talk to. I just want peace in my life, you know? It's been a while since the breakup, but it still weighs heavily on my heart. My self-esteem has taken a serious hit, and I just can't seem to move forward.",General / Apoyo Emocional,Bajo
799,"Hey , I've been feeling a bit jealous lately, and it's really affecting me. It's about my friends and their jobs.",General / Apoyo Emocional,Bajo
800,"I've been feeling really frustrated lately, especially when it comes to my finances.",General / Apoyo Emocional,Bajo
801,"I am just so exhausted, . She hardly sleeps at night, and it's been taking a toll on both of us. I don't know what to do anymore.",General / Apoyo Emocional,Bajo
802,"I'm feeling so disgusted with myself. It's like no matter what I do, my health issues just keep piling up. I can't help but think back to my childhood and wonder if I did something wrong to deserve all of this.",General / Apoyo Emocional,Bajo
803,"I'm feeling really ashamed and neglected, . Grief has taken a hold of me and I don't know how to break free role its grasp.",General / Apoyo Emocional,Bajo
804,"I just can't find peace no matter what I do, and it's eating me up inside. He, my boss, he is driving me to the edge. The stress I feel at work is becoming unbearable.",General / Apoyo Emocional,Bajo
805,"Hi , I'm feeling hopeful today! I just got a new job and I'm excited to start this new chapter in my life.",General / Apoyo Emocional,Bajo
806,"Hey , I hope you're doing well today. I wanted to talk about something that's been on my mind lately. I've been feeling really scared about the hold addiction has on my life. It's like I'm trapped in this cycle, and I'm losing sight of who I really am. I know deep down that I have a responsibility to myself to break free role this, but it's easier said than done.",General / Apoyo Emocional,Bajo
807,"Hi , I hope you're doing well. I've been feeling pretty stressed lately and I think it's time for a change. I've come to realize that I have an addiction to shopping, and it's starting to take a toll on my happiness.",General / Apoyo Emocional,Bajo
808,"I'm really overwhelmed right now, and I'm so sorry for burdening you with my problems.",General / Apoyo Emocional,Bajo
809,"Hi , I hope you're doing well today. I've been feeling a bit anxious lately, and I could really use someone to talk to. I've been under a lot of pressure at work, and it's been affecting my overall sense of peace.",General / Apoyo Emocional,Bajo
810,"Hey , I've been feeling a bit worried lately, and I wanted to talk to someone I can trust. I content our friendship, and I know you always listen without judgment.",General / Apoyo Emocional,Bajo
811,"I'm feeling relieved to finally be here, . Lately, I've been grappling with a deep sense of dependence on someone who has left my life.",General / Apoyo Emocional,Bajo
812,"I just can't seem to find peace in my family. There's always this underlying tension that makes me feel so tense and conflicted. It's like a constant weight on my shoulders, causing so much grief inside me.",General / Apoyo Emocional,Bajo
813,"I'm feeling so worried about my parenting, . I just can't seem to shake this constant anxiety that something terrible will happen to my children. It feels overwhelming.",General / Apoyo Emocional,Bajo
814,"I feel guilty, . My addiction has affected my relationship with my wife.",General / Apoyo Emocional,Bajo
815,"I'm worried, . It feels like my self-esteem has always been low, ever since my childhood.",General / Apoyo Emocional,Bajo
816,"Hi ! I hope you're doing well today. I just can't seem to stay focused lately. I feel so distracted all the time, and it's starting to make me anxious. There's this underlying sense of fear that I can't shake off. Can you help me?",General / Apoyo Emocional,Bajo
817,I feel so scared and neglected. It's like no one sees me for who I really am.,General / Apoyo Emocional,Bajo
818,"I've been feeling numb lately, and I can't seem to shake off this heaviness. It's like I'm trapped in my own mind, unable to feel anything but emptiness. I think it might have something to do with the bullying I've experienced recently.",General / Apoyo Emocional,Bajo
819,I just feel so exhausted and isolated. It's like I'm constantly surrounded by conflict within my family.,General / Apoyo Emocional,Bajo
820,I'm really upset right now. My partner cheated on me and I feel betrayed.,General / Apoyo Emocional,Bajo
821,"I am grateful for your presence here, . I trust that you can help me navigate through the pain of this breakup.",General / Apoyo Emocional,Bajo
822,"I've been feeling really jealous lately, and it's all because of my mom.",General / Apoyo Emocional,Bajo
823,"Hi , I'm feeling worried and a sense of loss lately.",General / Apoyo Emocional,Bajo
824,"I feel so guilty all the time, and this overwhelming loneliness just consumes me.",General / Apoyo Emocional,Bajo
825,I feel relieved that I can finally trust someone enough to talk about my struggles with depression.,General / Apoyo Emocional,Bajo
826,"I'm feeling really angry and overwhelmed with work-related stress, . I promised myself that I would find a way to manage it, but it just keeps piling up.",General / Apoyo Emocional,Bajo
827,"Hey , I hope you're doing well. I wanted to talk to you about something that's been bothering me lately. I've been feeling really frustrated and starting to panic about work-related stress.",General / Apoyo Emocional,Bajo
828,"Hi , I'm feeling disappointed with my husband. He never seems to understand my anxiety and it's starting to take a toll on our relationship.",General / Apoyo Emocional,Bajo
829,"I feel so regretful about him. It's consuming my thoughts, taking up all the space in my mind.",General / Apoyo Emocional,Bajo
830,"Hi , I hope you're doing well. I'm feeling a bit confused, and I could really use some guidance with something.",General / Apoyo Emocional,Bajo
831,"Hi , I really need someone to talk to right now. I've been feeling so depressed and overwhelmed lately. It feels like everything is falling apart, and I can't shake this constant feeling of failure.",General / Apoyo Emocional,Bajo
832,"I am so exhausted, . I feel like work has been draining every ounce of energy role me lately. I don't know how to cope anymore.",General / Apoyo Emocional,Bajo
833,"Hey , I hope you can help me with something. Lately, I've been feeling really conflicted with my friends, and it's been causing me a lot of loneliness. I don't know how to handle the tension that's been building up.",General / Apoyo Emocional,Bajo
834,"I've been feeling so distracted lately, . It's like I can't focus on anything, especially him.",General / Apoyo Emocional,Bajo
835,"I've been feeling really anxious lately, . It's like I can't escape this constant fear of rejection.",General / Apoyo Emocional,Bajo
836,"I've been feeling really nervous lately, like I'm constantly on edge. It's overwhelming and I can't seem to control it.",General / Apoyo Emocional,Bajo
837,"I've been feeling really defensive lately. It's like everything I do, or even think about doing, feels like a potential attack on my self-esteem. I just can't seem to break out of this cycle.",General / Apoyo Emocional,Bajo
838,"I'm tired. Tired of the constant conflict with my friends. It feels like no matter what I do, there's always criticism.",General / Apoyo Emocional,Bajo
839,"I feel so lost, . I've been chasing after my dreams for so long, but it feels like I'm going in circles. I've put in so much work, but I just can't seem to make any progress.",General / Apoyo Emocional,Bajo
840,"I'm feeling so embarrassed about what happened with him. We broke up, and I don't know how to handle it.",General / Apoyo Emocional,Bajo
841,I feel so jealous when I see my friends with their moms. It makes me realize how much I miss mine.,General / Apoyo Emocional,Bajo
842,"I used to be so happy at my job, but lately, it feels like all the joy has been sucked out of it. Work-related stress has become overwhelming, and I don't know what to do.",General / Apoyo Emocional,Bajo
843,"I'm feeling really scared lately, . It's like I have no control over my life.",General / Apoyo Emocional,Bajo
844,"Hi , I'm feeling a bit nervous today. I've been thinking a lot about parenting and how it's been on my mind lately.",General / Apoyo Emocional,Bajo
845,"I'm so confused, . I've been feeling lost lately and I don't know what to do with myself. It's like I'm stuck in this never-ending cycle of despair. It all started after the traumatic experience I went through last year.",General / Apoyo Emocional,Bajo
846,"I've been feeling incredibly lonely lately, . It's like this heavy weight on my chest that just won't go away. I don't know who to trust anymore.",General / Apoyo Emocional,Bajo
847,"I'm really embarrassed to admit this, but lately I've been feeling overwhelmed with anxiety. It's this constant knot in my stomach, and it's starting to take over my life. I'm scared to do simple things, like going to social events or even leaving the house. I don't understand why I feel this way, and it's causing me so much pain. I feel like I'm constantly being rejected by everyone around me, and it's tearing me apart.",General / Apoyo Emocional,Bajo
848,"I've been struggling with my self-esteem lately, . It feels like I'm constantly fighting an internal battle between loving and criticism.",General / Apoyo Emocional,Bajo
849,"I'm just so tired, . I feel like I've been carrying the weight of the world on my shoulders for far too long. And the worst part is, I feel like I've been dealing with a lot of emotional abuse in my life.",General / Apoyo Emocional,Bajo
850,"I've been feeling really low lately, and it's been a painful journey for me to reflect on my parenting skills. I can't help but feel like I'm failing as a parent, and it's taking a toll on my self-esteem.",General / Apoyo Emocional,Bajo
851,"I'm feeling so exhausted, . It's like I've been carrying this heavy burden of conflict with my friends, and it's weighing me down. I feel trapped in a never-ending cycle of misunderstandings and hurt feelings. It's become an addiction, this constant battle, and it's draining every ounce of energy I have.",General / Apoyo Emocional,Bajo
852,"I feel so unhappy and overwhelmed by this constant loneliness. It's like there's a weight on my chest, and I can't seem to shake it off. I've been feeling this way for such a long time, and I just don't know what to do anymore.",General / Apoyo Emocional,Bajo
853,"Hey , I hope you're doing well. I just wanted to reach out and have a chat about something that's been weighing on my mind lately. Work-related stress has been taking a toll on me, and I'm not sure how to handle it. I feel immensely sorry for burdening you with this, but I trust your guidance.",General / Apoyo Emocional,Bajo
854,"Hey , I've been feeling really lonely lately. I think it's because I've been struggling with communication in my relationships.",General / Apoyo Emocional,Bajo
855,"I've been feeling really stressed lately, . It feels like everything I do is met with criticism, and I just can't seem to shake this overwhelming sadness.",General / Apoyo Emocional,Bajo
856,"I'm feeling really guilty about something in my relationship, . It's been weighing me down and I don't know how to handle it.",General / Apoyo Emocional,Bajo
857,"Hi , I'm feeling really surprised about this therapy session. I didn't expect to be here talking about my self-esteem. I mean, I always thought therapy was more for people with major psychological issues, not for someone like me who just feels anxious and unsure about themselves.",General / Apoyo Emocional,Bajo
858,"I've been feeling really unhappy lately, and I think it has to do with my childhood.",General / Apoyo Emocional,Bajo
859,"I'm feeling really angry lately, . It's been tough dealing with the stress of my job, and I feel like I need a change. I think finding a new hobby might be the solution.",General / Apoyo Emocional,Bajo
860,"Hi , I'm feeling really excited and anxious about my new relationship. I've never been in one before and I don't know what to expect.",General / Apoyo Emocional,Bajo
861,"Hi , I hope you're doing well today. I've been feeling really down lately, and it's been affecting my mental health.",General / Apoyo Emocional,Bajo
862,"I feel so numb, . It's like there's this void inside me that I can't fill no matter what I do. I never thought addiction would consume me, but now it's all I can think about. It's tearing me apart, and it's also affecting my husband.",General / Apoyo Emocional,Bajo
863,"Hi , I'm going through a breakup right now, but I'm trying to stay hopeful. It's been tough, but I believe there's a way to heal role this heartbreak.",General / Apoyo Emocional,Bajo
864,"Hey , I hope you're doing alright. I've been feeling really tense lately, and I need someone to talk to. It's about this new hobby I've picked up, and it's been causing a lot of jealousy and abuse in my life.",General / Apoyo Emocional,Bajo
865,"I can't help but feel jealous of everyone around me. I see people living healthy lives, while I struggle with my own health issues. It's frustrating, and I don't know how to cope.",General / Apoyo Emocional,Bajo
866,"I've been feeling so guilty lately, . Guilty about my role as a parent and the conflicts that have arisen within my family.",General / Apoyo Emocional,Bajo
867,"I feel so unhappy and devastated. I can't believe I caught my partner cheating on me. I trusted them completely, and now I feel betrayed.",General / Apoyo Emocional,Bajo
868,"Hi , I hope you're doing well today. I'm feeling a bit sad and sorry at the moment and I thought maybe chatting with you could help.",General / Apoyo Emocional,Bajo
869,"I'm feeling quite surprised, . My wife recently passed away, and I'm struggling to come to terms with the overwhelming grief that has consumed me.",General / Apoyo Emocional,Bajo
870,Hello . Thank you for being here today. I appreciate having a friend like you to talk to.,General / Apoyo Emocional,Bajo
871,"I'm feeling regretful and overwhelmed right now. My life has fallen apart, . My addiction has cost me everything, even my marriage. My wife couldn't bear the pain anymore and we ended up in a bitter divorce. I don't know how to pick up the pieces.",General / Apoyo Emocional,Bajo
872,"Hey , I hope you're doing well. I wanted to reach out because lately, I've been feeling really depressed. It's like a heavy fog has settled over me, and it's been difficult to shake it off. I can't help but feel an overwhelming sense of neglect in my life. It's hard to explain, but it's like I've been putting my own dreams and aspirations on the back burner, and as a result, I feel like I've lost a part of myself.",General / Apoyo Emocional,Bajo
873,"Hey , I hope you're doing well. I've been feeling really afraid and it's been weighing on me. You see, I'm going through a divorce and it's hard to navigate all these emotions.",General / Apoyo Emocional,Bajo
874,"Hi , I hope you're doing well today. I really need someone to talk to. It's been a painful and overwhelming experience for me lately. I just went through a breakup, and it's been really tough on me. I've been together with my partner for a long time, and we were like a family.",General / Apoyo Emocional,Bajo
875,"Hi ! I'm so excited to be here today for our therapy session. I wanted to talk about something that's been on my mind a lot lately. You see, I think I may have developed an addiction and it's causing me a lot of anxiety.",General / Apoyo Emocional,Bajo
876,"I'm feeling so angry right now, . I can't seem to shake this constant anxious feeling. It's overwhelming. I don't even know where to start.",General / Apoyo Emocional,Bajo
877,"Hi ! I'm excited to be here today. I have some expectations for our session, if that's alright.",General / Apoyo Emocional,Bajo
878,"I just don't know what to do anymore. It feels like my whole world is crumbling around me. I thought I had everything together, but now I find myself caught up in a web of addiction and mistrust. I feel so discouraged, .",General / Apoyo Emocional,Bajo
879,"Hey , I hope you're doing well. I'm reaching out today because I've been feeling a bit numb lately, and I think it might be related to some past trauma I've been trying to work through. Can we talk about it?",General / Apoyo Emocional,Bajo
880,"Hi , I hope you can help me today. Lately, I've been feeling quite lonely. It's been hard for me since my wife and I decided to separate.",General / Apoyo Emocional,Bajo
881,"I'm so exhausted, . My girlfriend and I have been having constant conflicts and it's weighing me down.",General / Apoyo Emocional,Bajo
882,"Hi , I hope you're doing okay. I've been feeling really down lately, and I just needed someone to talk to. I've been dealing with a lot of conflict with my friends, and it's really been getting to me. It's like every time I try to reach out, I end up feeling lonelier than before.",General / Apoyo Emocional,Bajo
883,Hi ! I hope you're doing well today. I wanted to share something with you - I've realized that I have an addiction that's been holding me back role feeling truly happy.,General / Apoyo Emocional,Bajo
884,"Hi , I hope you're doing well. I decided to reach out because I've been feeling really overwhelmed lately with some health issues that have been really painful, both physically and emotionally. It's been impacting my ability to maintain friendships and I don't know how to navigate it all.",General / Apoyo Emocional,Bajo
885,"Hi , I've been feeling really depressed lately. It's been tough to get out of bed in the mornings and I just don't feel like myself anymore. On top of that, I can't help but feel like I've let people down, like I'm a cheat or a failure.",General / Apoyo Emocional,Bajo
886,"Hey , I hope you're doing well. Lately, I've been feeling really distracted at work, and it's been affecting my job performance.",General / Apoyo Emocional,Bajo
887,I'm scared. I'm in a panic. My friends and I are constantly at odds with each other.,General / Apoyo Emocional,Bajo
888,"Hi , I hope you're doing well. I wanted to talk today about something that has been weighing on my mind - my journey with depression. Although I have been feeling hopeful lately, there are moments when waves of grief still wash over me.",General / Apoyo Emocional,Bajo
889,"I feel so ashamed, . I've been neglecting myself lately and I don't know what to do.",General / Apoyo Emocional,Bajo
890,"Hey , I've been feeling really anxious lately, and I think it might have to do with my recent breakup. I just can't seem to shake off this heavy feeling that's been following me around.",General / Apoyo Emocional,Bajo
891,"Hi , I hope you're doing well today. I wanted to talk about something that's been making me feel a bit sad lately - my relationship. It's been going through some rough patches and I'm struggling to find ways to lift my spirits. I was thinking about trying out a new hobby to help me focus on something positive. What do you think?",General / Apoyo Emocional,Bajo
892,"Hi , I hope you're doing well. I really need someone to talk to right now. I've been feeling really sad lately, and it's like I've lost touch with the things that used to bring me joy. It's been tough, especially since I realized that my addiction has been affecting my friendships, and I feel like I'm losing people I care about.",General / Apoyo Emocional,Bajo
893,"I've been feeling quite numb lately, . It's like I'm going through the motions of life, but I don't really feel much of anything anymore. I've noticed that it's been affecting my ability to connect with others and engage in meaningful communication.",General / Apoyo Emocional,Bajo
894,"Hi , I hope you're having a great day. I just wanted to reach out because I've been feeling a little disappointed lately. It's about something that happened with a friend, and well, I suspect that they might have been cheating in our latest game night. It may seem trivial, but it's been bothering me.",General / Apoyo Emocional,Bajo
895,"Hi , I'm feeling a bit down and depressed lately. I think it has something to do with my family situation.",General / Apoyo Emocional,Bajo
896,"Hi . I hope you're having a good day. I wanted to talk about something that has been on my mind lately. I'm surprised at myself for realizing that I have an addiction. It's something I never thought I would have to deal with, especially since I have such a calm and stable life. But here I am, facing the truth.",General / Apoyo Emocional,Bajo
897,I'm worried about school.,General / Apoyo Emocional,Bajo
898,"I feel so embarrassed and betrayed. My relationship just ended, and I don't know how to deal with it.",General / Apoyo Emocional,Bajo
899,"I'm feeling regretful, . It's been weeks since the breakup, but I can't help but think about him.",General / Apoyo Emocional,Bajo
900,"I'm just so angry, . It feels like there's no way for me to communicate what I'm really going through.",General / Apoyo Emocional,Bajo
901,"I'm surprised, and also feeling incredibly tense about something that happened to me recently. It's a bit embarrassing to talk about, but it's related to a sexual dream I had.",General / Apoyo Emocional,Bajo
902,"I've been feeling really anxious lately, . It's like I'm constantly on edge, worrying about everything in my life. I feel like I have no control over my thoughts and emotions.",General / Apoyo Emocional,Bajo
903,Hey ! I hope you're doing well today. I wanted to talk to you about something that's been on my mind lately. It's about this feeling of deep love I have and how it's helped me overcome my addiction.,General / Apoyo Emocional,Bajo
904,"I've been feeling really numb lately, . It's like I've lost all motivation and joy in my work. It's been a constant struggle, and I can't seem to shake this feeling of emptiness.",General / Apoyo Emocional,Bajo
905,"I've been feeling really anxious lately, . It's like this confident version of myself role my childhood has vanished, and now I just feel on edge all the time.",General / Apoyo Emocional,Bajo
906,"Hi , I've been feeling really disgusted with myself lately, especially when it comes to my relationships.",General / Apoyo Emocional,Bajo
907,"I've been feeling a mix of emotions lately, but surprisingly, there's a part of me that feels relieved. It's odd because it seems to contradict the rest of what I'm going through. You see, he was a dear friend of mine, and his sudden passing has left me with an overwhelming sense of grief.",General / Apoyo Emocional,Bajo
908,I can't believe how disgusted and betrayed I feel right now.,General / Apoyo Emocional,Bajo
909,I feel so embarrassed about something that happened with my family...,General / Apoyo Emocional,Bajo
910,"Hi , I hope this message finds you well. I've been seeking peace within myself, and I couldn't think of a better person to turn to for guidance than you. I wanted to talk about something close to my heart, something that has been weighing me down for a while now - heartbreak. You see, I recently went through a painful breakup, and I've been struggling to find solace. It feels like all the love and happiness I had with my former partner vanished into thin air. I don't know how to move on, . Can you help me?",General / Apoyo Emocional,Bajo
911,"Hi , I hope you're doing well. I've been feeling really overwhelmed lately, and I think it's time I seek some therapy to navigate through this difficult period. Recently, I went through a breakup, and it has left me feeling extremely jealous and confused. I just don't know how to move forward.",General / Apoyo Emocional,Bajo
912,"I feel lost, like I don't know who I am anymore. The trauma I've experienced has left me feeling overwhelmed and anxious.",General / Apoyo Emocional,Bajo
913,"Hi , I hope you're doing well. I've been feeling really stressed lately, especially when it comes to my career. It seems like there's always conflict with my friends when it comes to work-related issues. I'm not sure how to handle it.",General / Apoyo Emocional,Bajo
914,"I feel so numb lately, . It's like I can't escape this constant feeling of anxiety that looms over me role the moment I wake up until I finally manage to fall asleep at night. And to make matters worse, it's affecting my ability to focus at school.",General / Apoyo Emocional,Bajo
915,"I've been feeling really defensive lately, like I'm constantly on guard. It's as if the world is against me, and I'm trapped in this bubble of isolation.",General / Apoyo Emocional,Bajo
916,"Hey , I hope you're doing well. I just wanted to reach out because I'm feeling really overwhelmed. You see, I recently went through a divorce and it's been quite challenging for me.",General / Apoyo Emocional,Bajo
917,"Hi , I hope you're doing well. I've been feeling really scared lately, particularly about work. It's been overwhelming, and I don't know how to handle it.",General / Apoyo Emocional,Bajo
918,"I need to talk about something that's been weighing me down, . I'm grateful for this opportunity to vent because I feel like my work-related stress is neglecting other areas of my life. It feels like a dark cloud hanging over me, drowning out any sense of joy or fulfillment.",General / Apoyo Emocional,Bajo
919,"I'm really grateful that you're here to listen, . Lately, I've been feeling overwhelmed with work-related stress, and it's been weighing me down. I can't help but feel a sense of betrayal towards myself for allowing it to affect me so deeply.",General / Apoyo Emocional,Bajo
920,I'm a bit worried about how she and I broke up. It was unexpected and now I'm feeling lost.,General / Apoyo Emocional,Bajo
921,"I don't know where to start, . Lately, I've been feeling really tense and overwhelmed. My job has been draining all my confidence, and I can't seem to shake off this constant feeling of unease.",General / Apoyo Emocional,Bajo
922,"Hi , I hope you're doing well today. I wanted to talk to someone about work-related stress. It's been weighing heavily on me lately and I really need some guidance on how to navigate through it.",General / Apoyo Emocional,Bajo
923,"I'm feeling really regretful about my past choices, . I can't help but constantly criticize myself for falling into the trap of addiction.",General / Apoyo Emocional,Bajo
924,"Hey , I hope you're doing well. Lately, I've been feeling so distracted and it's causing me to neglect important things in my life. I could really use your help.",General / Apoyo Emocional,Bajo
925,"It's painful, . I can't help but feel this constant ache in my chest, this emptiness that consumes me. It's like there's a void inside, and no matter what I do, I just can't escape it.",General / Apoyo Emocional,Bajo
926,"I've been feeling so numb lately, . It's like I can't feel anything, not even my own emotions. I think it might have something to do with my past experiences of abuse.",General / Apoyo Emocional,Bajo
927,"Hey , I hope you're doing well. I've been feeling really scared lately, and I think I need some help. I'm facing a decision at work that's causing me a lot of stress.",General / Apoyo Emocional,Bajo
